ID,ZipCode,State,County,Region,RegionID,RegionName,Pop,Modified,Lat,Lon
18466,44080,OH,OH_Geauga,OH_Geauga,1512,OH_Geauga,-99,NULL,41.371687,-81.064552
18467,44081,OH,OH_Lake,OH_Lake,2048,OH_Lake,7127,NULL,41.769252,-81.145339
18468,44082,OH,OH_Ashtabula,OH_Ashtabula,589,OH_Ashtabula,1534,NULL,41.76064,-80.564184
18469,44084,OH,OH_Ashtabula,OH_Ashtabula,589,OH_Ashtabula,3924,NULL,41.674487,-80.907016
18470,44085,OH,OH_Ashtabula,OH_Ashtabula,589,OH_Ashtabula,3021,NULL,41.602956,-80.861577
18471,44086,OH,OH_Geauga,OH_Geauga,1512,OH_Geauga,2873,NULL,41.674381,-81.059896
18472,44087,OH,OH_Summit,OH_Summit,79,OH_Summit,20084,NULL,41.316399,-81.441078
18473,44088,OH,OH_Ashtabula,OH_Ashtabula,589,OH_Ashtabula,-99,NULL,41.804392,-80.947849
18474,44089,OH,OH_Erie,OH_Erie,1370,OH_Erie,16571,NULL,41.390492,-82.363014
18475,44090,OH,OH_Lorain,OH_Lorain,2194,OH_Lorain,12231,NULL,41.168095,-82.23417
18476,44092,OH,OH_Lake,OH_Lake,2048,OH_Lake,17518,NULL,41.597557,-81.468123
18477,44093,OH,OH_Ashtabula,OH_Ashtabula,589,OH_Ashtabula,1499,NULL,41.533346,-80.612669
18478,44094,OH,OH_Lake,OH_Lake,2048,OH_Lake,35546,NULL,41.609536,-81.382935
18479,44095,OH,OH_Lake,OH_Lake,2048,OH_Lake,35300,NULL,41.652376,-81.442159
18480,44096,OH,OH_Lake,OH_Lake,2048,OH_Lake,-99,NULL,41.642051,-81.406301
18481,44097,OH,OH_Lake,OH_Lake,2048,OH_Lake,-99,NULL,41.662553,-81.434664
18482,44099,OH,OH_Ashtabula,OH_Ashtabula,589,OH_Ashtabula,2295,NULL,41.558897,-80.969257
18483,44101,OH,OH_Cuyahoga,OH_Cuyahoga,1191,OH_Cuyahoga,-99,NULL,41.491833,-81.675226
